n_nodes,n_clusters,pure_nodes_number,eps,seed,method,matrix,error
1000,3,3,0.35,0,bootstrap_SPA,Theta,0.150092756345
1000,3,3,0.35,0,bootstrap_SPA,B,0.0816608970811
1000,3,3,0.35,1,Geo_NMF,Theta,0.16761045405
1000,3,3,0.35,1,Geo_NMF,B,0.900270858054
1000,3,3,0.35,1,basic_SPA,Theta,0.195559538423
1000,3,3,0.35,1,basic_SPA,B,0.294332940256
1000,3,3,0.35,1,bootstrap_SPA,Theta,0.143401907858
1000,3,3,0.35,1,bootstrap_SPA,B,0.101583246952
1000,3,3,0.35,2,Geo_NMF,Theta,0.182092452906
1000,3,3,0.35,2,Geo_NMF,B,0.901078608721
1000,3,3,0.35,2,basic_SPA,Theta,0.199133938934
1000,3,3,0.35,2,basic_SPA,B,0.308071670898
